Entry	Gene Names	Mouse_Symbol
Q62073	Map3k7 Tak1	Map3k7
Q923A8	Map3k7	Map3k7
Q543B5	Map3k7	Map3k7
Q3TXG1	Map3k7	Map3k7
A2AP92	Map3k7	Map3k7
A2AP93	Map3k7	Map3k7
Q07174	Map3k8 Cot Tpl2	Map3k8
Q3UEB8	Map3k8	Map3k8
Q3U086	Map3k8	Map3k8
G3UWY2	Map3k8	Map3k8
Q3T9M0	Map3k8	Map3k8
Q3U1V8	Map3k9	Map3k9
A0A1Y7VKX4	Map3k9	Map3k9
Q8K2L2	Map3k9	Map3k9
P70218	Map4k1 Hpk1	Map4k1
Q3UJX3	Map4k1	Map4k1
A0A140LJF0	Map4k1	Map4k1
Q3UPT4	Map4k1	Map4k1
Q61161	Map4k2 Rab8ip	Map4k2
Q14B83	Map4k2	Map4k2
D3YUH9	Map4k2	Map4k2
Q14B82	Map4k2	Map4k2
Q3U4B8	Map4k2	Map4k2
A0A494BAL9	Map4k2	Map4k2
D6RG51	Map4k2	Map4k2
A0A494BAA6	Map4k2	Map4k2
D6RCZ7	Map4k2	Map4k2
F6RPB0	Map4k2	Map4k2
Q99JP0	Map4k3	Map4k3
E9QNE9	Map4k3	Map4k3
A0A3Q4EGQ9	Map4k3	Map4k3
Q8BV99	Map4k3	Map4k3
P97820	Map4k4 Nik	Map4k4
Q3UTY9	Map4k4	Map4k4
B7ZNR8	Map4k4	Map4k4
B2RUE8	Map4k4	Map4k4
F8VPL5	Map4k4	Map4k4
A0A0A6YW53	Map4k4	Map4k4
B7ZNR9	Map4k4	Map4k4
A0A0A6YVZ8	Map4k4	Map4k4
A0A0A6YWM8	Map4k4	Map4k4
A0A0A6YWR8	Map4k4	Map4k4
E9PVG7	Map4k4	Map4k4
A0A0A6YVR7	Map4k4	Map4k4
A0A0A6YWJ2	Map4k4	Map4k4
A0A0A6YXE5	Map4k4	Map4k4
Q8BPM2	Map4k5	Map4k5
Q8BRE4	Map4k5	Map4k5
Q05BG3	Map4k5	Map4k5
Q3UVS6	Flrt2 Map4k5	Map4k5
P63085	Mapk1 Erk2 Mapk Prkm1	Mapk1
Q3UF82	Mapk1	Mapk1
A0A338P736	Mapk1	Mapk1
Q922X7	Mapk1	Mapk1
A0A338P781	Mapk1	Mapk1
Q61831	Mapk10 Jnk3 Prkm10 Serk2	Mapk10
Q80W80	Mapk10 JNK3B2	Mapk10
A0A5F8MP75	Mapk10	Mapk10
Q3TQZ7	Mapk10	Mapk10
Q78GB8	Mapk10	Mapk10
Q80W81	Mapk10 JNK3B1	Mapk10
Q80W82	Mapk10 JNK3A1	Mapk10
Q8C9D4	Mapk10 JNK3A2	Mapk10
E9QN59	Mapk10	Mapk10
A0A0G2JGL2	Mapk10	Mapk10
A0A0G2JG69	Mapk10	Mapk10
Q8BQV0	Mapk10	Mapk10
A0A0G2JEJ8	Mapk10	Mapk10
Q9WUI1	Mapk11 Prkm11	Mapk11
Q6PG57	Mapk11	Mapk11
Q6P243	Mapk11	Mapk11
Q3TT60	Mapk11	Mapk11
O08911	Mapk12 Sapk3	Mapk12
Q99M09	Mapk12	Mapk12
Q9Z1B7	Mapk13 Serk4	Mapk13
A0A3B2WAS4	Mapk13	Mapk13
Q3UIB2	Mapk13	Mapk13
A0A3B2WBB9	Mapk13	Mapk13
A0A3F2YNL4	Mapk13	Mapk13
A0A3B2W3M0	Mapk13	Mapk13
D6RG58	Mapk13	Mapk13
A0A3B2WBD8	Mapk13	Mapk13
A0A3B2WDA4	Mapk13	Mapk13
P47811	Mapk14 Crk1 Csbp1 Csbp2	Mapk14
Q5U421	Mapk14	Mapk14
A0A3B2WB60	Mapk14	Mapk14
B2KF34	Mapk14	Mapk14
A0A3B2WAZ7	Mapk14	Mapk14
Q80Y86	Mapk15 Erk7 Erk8	Mapk15
A0A2R8VHA4	Mapk15	Mapk15
Q7TS65	Mapk15	Mapk15
Q63844	Mapk3 Erk1 Prkm3	Mapk3
A0A0U1RPX4	Mapk3	Mapk3
A0A0U1RPZ0	Mapk3	Mapk3
Q3U2H3	Mapk3	Mapk3
D3Z3G6	Mapk3	Mapk3
D3Z6D8	Mapk3	Mapk3
Q6P5G0	Mapk4 Erk4 Prkm4	Mapk4
E9PXX5	Mapk4	Mapk4
E9Q3I6	Mapk4	Mapk4
Q8BV72	Mapk4	Mapk4
Q3TZE1	Mapk4	Mapk4
Q61532	Mapk6 Erk3 Prkm4 Prkm6	Mapk6
Q8C8P0	Mapk6	Mapk6
Q8R3S3	Mapk6	Mapk6
Q9WVS8	Mapk7 Bmk1 Erk5	Mapk7
Q5NCN8	Mapk7	Mapk7
Z4YLV8	Mapk7	Mapk7
Q91Y86	Mapk8 Jnk1 Prkm8	Mapk8
G3X8U9	Mapk8	Mapk8
Q544A0	Mapk8	Mapk8
A3KBF5	Mapk8 jnk1	Mapk8
A6P3E4	Mapk8	Mapk8
Q7TSJ7	Mapk8	Mapk8
D3Z1Z4	Mapk8	Mapk8
A0A2I3BPL3	Mapk8	Mapk8
Q9WTU6	Mapk9 Jnk2 Prkm9	Mapk9
Q5NCK8	Mapk9	Mapk9
Q8C094	Mapk9	Mapk9
P49138	Mapkapk2 Rps6kc1	Mapkapk2
Q3U2P8	Mapkapk2	Mapkapk2
A0A087WSN7	Mapkapk2	Mapkapk2
Q8R3U8	Mapkapk2	Mapkapk2
A0A4P3APB9	Mapkapk2	Mapkapk2
Q3UMW7	Mapkapk3	Mapkapk3
Q09HN3	Mapkapk3	Mapkapk3
Q8BVC2	Mapkapk3 MapKapk3	Mapkapk3
B0QZU6	Mapkapk3	Mapkapk3
O54992	Mapkapk5	Mapkapk5
Q3UV25	Mapkapk5	Mapkapk5
A0A0G2JDF3	Mapkapk5	Mapkapk5
F7DD22	Mapkapk5	Mapkapk5
A0A0G2JGA5	Mapkapk5	Mapkapk5
Q8VHJ5	Mark1 Emk3 Kiaa1477	Mark1
C9K101	Mark1 mark	Mark1
Q14DQ3	Mark1	Mark1
A0A0A6YY78	Mark1	Mark1
Q05512	Mark2 Emk	Mark2
E9QMP6	Mark2	Mark2
A0A0R4J0B1	Mark2	Mark2
Q3T9A3	Mark2	Mark2
Q3U3A1	Mark2	Mark2
A0A0R4J227	Mark2	Mark2
E9PYX3	Mark2	Mark2
E9Q9N6	Mark2	Mark2
Q571J8	Mark2 mKIAA4207	Mark2
F6ZS70	Mark2	Mark2
F7CVZ7	Mark2	Mark2
E9Q2G8	Mark2	Mark2
E9Q2J6	Mark2	Mark2
E9Q8H5	Mark2	Mark2
F7A3Q3	Mark2	Mark2
F6Z4Q6	Mark2	Mark2
E9PZ55	Mark2	Mark2
F6UY70	Mark2	Mark2
Q3UPZ7	Mark2	Mark2
F6ZEX4	Mark2	Mark2
F7CRG8	Mark2	Mark2
Q03141	Mark3 Emk2 Mpk10	Mark3
A0A1Y7VNZ6	Mark3	Mark3
Q9JKE5	Mark3 EMK2	Mark3
Q5DTG3	Mark3 mKIAA4230	Mark3
A0A1Y7VJB1	Mark3	Mark3
Q9CW99	Mark3	Mark3
A0A1Y7VK86	Mark3	Mark3
Q8CIP4	Mark4 Kiaa1860	Mark4
Q8BZE0	Mark4	Mark4
Q8C1L3	Mark4	Mark4
A0A140LIY2	Mark4	Mark4
Q9R1L5	Mast1 Kiaa0973 Sast	Mast1
Q3URY8	Mast1	Mast1
E9Q6Q5	Mast1	Mast1
Q7TQ97	Mast1	Mast1
Q60592	Mast2 Mast205	Mast2
B1AST8	Mast2	Mast2
A0A668KL31	Mast2	Mast2
B1AST7	Mast2	Mast2
A0A668KLF8	Mast2	Mast2
B1AST5	Mast2	Mast2
B1AST6	Mast2	Mast2
Q9DBV8	Mast2	Mast2
Q3U214	Mast3 Kiaa0561	Mast3
A0A1D5RM97	Mast3	Mast3
A0A1D5RLF9	Mast3	Mast3
A0A1D5RLP3	Mast3	Mast3
A0A1D5RLJ1	Mast3	Mast3
A0A1D5RMK6	Mast3	Mast3
A0A1D5RMI5	Mast3	Mast3
A0A1D5RM57	Mast3	Mast3
Q8K1C6	Mast3	Mast3
A0A1D5RLA8	Mast3	Mast3
Q811L6	Mast4	Mast4
E9PWX8	Mast4	Mast4
E9Q4Q9	Mast4	Mast4
E9QPR4	Mast4	Mast4
A0A0A6YXG1	Mast4	Mast4
E9Q1M8	Mast4	Mast4
A0A668KMA1	Mast4	Mast4
E9Q6G0	Mast4	Mast4
F7AIF3	Mast4	Mast4
Q62490	Mast4 unknown	Mast4
Q8BGU6	Mast4	Mast4
Q8C0P0	Mastl Gw Gwl	Mastl
P41242	Matk Ctk Ntk	Matk
A0A0R4J1N6	Matk	Matk
D3Z4T5	Matk	Matk
A0A0R4J1P8	Matk	Matk
Q2M2N5	Matk	Matk
Q9D6H7	Matk	Matk
D6RGA0	Matk	Matk
D3YVQ8	Matk	Matk
Q61846	Melk Kiaa0175 Pk38	Melk
Q3TJF3	Melk	Melk
Q3TU15	Melk	Melk
Q3UMB0	Melk	Melk
A2ALQ9	Melk	Melk
A2ALR0	Melk	Melk
Q60805	Mertk Mer	Mertk
Q8CE52	Mertk	Mertk
Q8C584	Mertk	Mertk
P16056	Met	Met
Q8CH25	Sltm Met	Met
F8VQL0	Met	Met
A4FUV7	Met	Met
A4FUV6	Met	Met
D3YVY2	Met	Met
F6RCC5	Met	Met
A1A597	Met	Met
A2VCS0	Met	Met
F6X333	Met	Met
Q3TCS4	Met	Met
Q9JM52	Mink1 Map4k6 Mink	Mink1
G3X9G2	Mink1	Mink1
F7AMS7	Mink1	Mink1
Q61155	Mink1 Map4k6	Mink1
Q571L1	Mink1 mKIAA4090	Mink1
Q5SXG3	Mink1	Mink1
Q5SXG1	Mink1	Mink1
Q7TT13	Mink1	Mink1
J3QM71	Mink1	Mink1
J3QP32	Mink1	Mink1
O08605	Mknk1 Mnk1	Mknk1
A2A8W8	Mknk1	Mknk1
Q3TDV2	Mknk1	Mknk1
Q3U1I8	Mknk1	Mknk1
Q3V457	Mknk1	Mknk1
F6Y5U1	Mknk1	Mknk1
F6VT22	Mknk1	Mknk1
F6YIU3	Mknk1	Mknk1
F7B478	Mknk1	Mknk1
Q8CDB0	Mknk2 Mnk2	Mknk2
A0A0R4IZX7	Mknk2	Mknk2
W6CR13	Mknk2	Mknk2
A0A0G2JGS6	Mknk2	Mknk2
Q3TPM2	Mknk2	Mknk2
A0A0G2JDJ0	Mknk2	Mknk2
A0A0G2JGQ2	Mknk2	Mknk2
A7E2R7	Mknk2	Mknk2
Q9D2Y4	Mlkl	Mlkl
D3YV42	Mlkl	Mlkl
Q9WVS4	Mok Rage Stk30	Mok
Q5M8P5	Mok Rage Stk30	Mok
H3BLH6	Mok	Mok
P00536	Mos	Mos
Q62190	Mst1r Ron Stk	Mst1r
B2RUR6	Mst1r	Mst1r
A0A0A6YXY9	Mst1r	Mst1r
Q9JLN9	Mtor Frap Frap1	Mtor
Q3T9E1	Mtor Frap1	Mtor
Q61006	Musk Nsk2	Musk
Q32S50	Musk	Musk
Q497X0	Musk	Musk
Q32SD3	Musk	Musk
Q32S49	Musk	Musk
I7GSQ5	Musk	Musk
Q32SD4	Musk	Musk
Q1XD56	Musk	Musk
Q6PDN3	Mylk	Mylk
B1B1A8	Mylk	Mylk
Q8BJ10	Mylk	Mylk
Q8VCR8	Mylk2	Mylk2
B2RXZ9	Mylk2	Mylk2
Q3UIZ8	Mylk3	Mylk3
B2RQL6	Mylk3 LOC633594	Mylk3
D3Z630	Mylk3	Mylk3
D3YZQ0	Mylk3	Mylk3
Q5SUV5	Mylk4 Sgk085	Mylk4
A0A5F8MPR5	Mylk4	Mylk4
A0A2R8VI35	Mylk4	Mylk4
F8WIP5	Mylk4	Mylk4
Q8K3H5	Myo3a	Myo3a
A0AAQ4VMV0	Myo3a	Myo3a
A2ASW0	Myo3a	Myo3a
Q9D336	Myo3a	Myo3a
Q1EG27	Myo3b	Myo3b
F8VQ79	Myo3b	Myo3b
Q8C9Z9	Myo3b	Myo3b
Q0P645	Myo3b	Myo3b
P51954	Nek1	Nek1
Q69Z74	Nek1 mKIAA1901	Nek1
B2RXX0	Nek1	Nek1
Q8BSB6	Nek1	Nek1
Q8CD72	Nek1	Nek1
B2RXQ4	Nek1	Nek1
Q811L2	Nek1	Nek1
B7ZWK0	Nek1	Nek1
Q3UXI0	Nek1	Nek1
Q3UGM2	Nek10 Gm282	Nek10
K3W4R8	Nek10	Nek10
F6XT14	Nek10	Nek10
Q8C0Q4	Nek11	Nek11
Q0VDN9	Nek11	Nek11
D6RH85	Nek11	Nek11
D3Z1E7	Nek11	Nek11
H3BLL8	Nek11	Nek11
O35942	Nek2	Nek2
Q8BP64	Nek2	Nek2
Q6PFG1	Nek2	Nek2
Q3TF15	Nek2	Nek2
Q921N9	Nek2	Nek2
Q91Z18	Nek2	Nek2
Q9R0A5	Nek3	Nek3
Q99K72	Nek3	Nek3
F8WGD4	Nek3	Nek3
Q9Z1J2	Nek4 Stk2	Nek4
Q6GTE9	Nek4	Nek4
Q3THY0	Nek4	Nek4
Q3UED6	Nek4	Nek4
F8WGA9	Nek4	Nek4
A0A2I3BPM0	Nek4	Nek4
Q3UF09	Nek4	Nek4
Q7TSC3	Nek5	Nek5
A0A1B0GS95	Nek5	Nek5
Q9ES70	Nek6	Nek6
A2ATP1	Nek6	Nek6
A2ATN9	Nek6	Nek6
A2ATP0	Nek6	Nek6
Q9ES74	Nek7	Nek7
Q3TN15	Nek7	Nek7
Q91ZR4	Nek8 Jck	Nek8
E9Q258	Nek8	Nek8
Q8K1R7	Nek9 Nercc	Nek9
Q69Z43	Nek9 mKIAA1995	Nek9
Q8BHI9	Nim1k Nim1	Nim1k
Q3UQ09	Nim1k Nim1	Nim1k
O54949	Nlk	Nlk
F6QKY6	Nlk	Nlk
Q3TV73	Nlk	Nlk
P15532	Nme1 Nm23	Nme1
Q5NC81	Nme1	Nme1
Q5NC79	Nme1	Nme1
Q5NC80	Nme1	Nme1
Q01768	Nme2	Nme2
Q5NC82	Nme2	Nme2
B0LAA8	Nme2	Nme2
Q9WV84	Nme4	Nme4
A0A494BA70	Nme4	Nme4
A0A494BA94	Nme4	Nme4
A0A494BBQ2	Nme4	Nme4
A0A494B9P5	Nme4	Nme4
Q9CS68	Nme4	Nme4
Q9D0C5	Nme4	Nme4
P18293	Npr1 Npra	Npr1
Q2TAY4	Npr1	Npr1
Q3UY30	Npr1	Npr1
F6W125	Npr1	Npr1
Q6VVW5	Npr2	Npr2
B1AWI7	Npr2	Npr2
Q8R1P8	Npr2	Npr2
Q3TZ08	Npr2	Npr2
F6YT88	Npr2	Npr2
O55009	Npr2	Npr2
F6YN80	Npr2	Npr2
Q99P52	Npr2	Npr2
Q9R0G8	Nrk Nesk	Nrk
B1B0C9	Nrk	Nrk
D6RFR0	Nrk	Nrk
Q9CQH4	Nrk	Nrk
Q3UFB7	Ntrk1	Ntrk1
P15209	Ntrk2 Trkb	Ntrk2
B5BQV3	Ntrk2 ntrk2	Ntrk2
B5BQV4	Ntrk2 ntrk2	Ntrk2
A0A286YCV8	Ntrk2	Ntrk2
A0A286YDA0	Ntrk2	Ntrk2
A0A286YDA3	Ntrk2	Ntrk2
Q3UHE3	Ntrk2	Ntrk2
W8R8Q6	Ntrk2	Ntrk2
S5N1F5	Ntrk2	Ntrk2
A0A286YCB7	Ntrk2	Ntrk2
Q6VNS1	Ntrk3 TrkC	Ntrk3
A0A0A6YWF9	Ntrk3	Ntrk3
A0A0A6YWL7	Ntrk3	Ntrk3
A9X3Y5	Ntrk3	Ntrk3
Q3TNY3	Ntrk3	Ntrk3
Q3TP58	Ntrk3	Ntrk3
Q3TRX1	Ntrk3	Ntrk3
F5BYH5	Ntrk3 Ntrk3_tv3	Ntrk3
A0A0U1RNS2	Ntrk3	Ntrk3
A0A0U1RNS9	Ntrk3	Ntrk3
A0A0U1RP04	Ntrk3	Ntrk3
A0A0U1RPF1	Ntrk3	Ntrk3
A0A0U1RPZ9	Ntrk3	Ntrk3
A9X3Y4	Ntrk3	Ntrk3
Q641K5	Nuak1 Kiaa0537 Omphk1	Nuak1
F6XZX4	Nuak1	Nuak1
Q8BZN4	Nuak2 Omphk2	Nuak2
A2AAJ9	Obscn Gm878	Obscn
H7BX05	Obscn	Obscn
Z4YJE4	Obscn	Obscn
A0A1W2P6H1	Obscn	Obscn
E9QQ96	Obscn	Obscn
J9JIB2	Obscn	Obscn
F7DCJ0	Obscn	Obscn
Q80UP9	Obscn BC046431	Obscn
A0A571BEB2	Obscn	Obscn
F6TJX7	Obscn	Obscn
Q6P9R2	Oxsr1 Osr1	Oxsr1
D6RFV0	Oxsr1	Oxsr1
F7AVI9	Oxsr1	Oxsr1
Q8VDZ9	Oxsr1 Osr1	Oxsr1
O88643	Pak1 Paka	Pak1
G5E884	Pak1	Pak1
A0A0U1RQ87	Pak1	Pak1
S4R2K7	Pak1	Pak1
Q8CIN4	Pak2	Pak2
Q5DTJ2	Pak2 mKIAA4182	Pak2
Q811J8	Pak2	Pak2
Q8BVX1	Pak2	Pak2
Q8BGF1	Pak2	Pak2
Q8K0Z3	Pak2	Pak2
Q61036	Pak3 Pak-3 Pakb Stk4	Pak3
B1GX80	Pak3	Pak3
B1GX81	Pak3	Pak3
A3KGC3	Pak3	Pak3
A3KGC4	Pak3	Pak3
A3KGC5	Pak3	Pak3
A3KGC2	Pak3	Pak3
Q8BTW9	Pak4 Kiaa1142	Pak4
Q8K0U2	Pak4	Pak4
Q8C015	Pak5 Pak7	Pak5
Q8BVB0	Pak5 Pak7	Pak5
Q4KL59	Pak5 Pak7	Pak5
Q3V2Z3	Pak5 Pak7	Pak5
Q3V442	Pak5 Pak7	Pak5
Q3ULB5	Pak6	Pak6
B2RWY1	Pak6	Pak6
Q8CEE6	Pask Kiaa0135	Pask
B9EKC1	Pask	Pask
D3YUI8	Pask	Pask
Q9JJ78	Pbk Topk	Pbk
D3YVF2	Pbk	Pbk
Q8BH04	Pck2	Pck2
A0A0R4J0G0	Pck2	Pck2
A0A2I3BRX1	Pck2	Pck2
A0A2I3BS39	Pck2	Pck2
Q3UGF0	Pck2	Pck2
Q3TDE6	Pck2	Pck2
Q8R3X7	Pck2	Pck2
A0A2I3BQL9	Pck2	Pck2
A0A2I3BQC6	Pck2	Pck2
A0PJG3	Pck2	Pck2
Q3UQD8	Pck2	Pck2
A0A2I3BQ75	Pck2	Pck2
P26618	Pdgfra	Pdgfra
Q06BS2	Pdgfra	Pdgfra
Q8CGH8	Pdgfra	Pdgfra
A0A0J9YUD9	Pdgfra	Pdgfra
A0A387L9Y7	Pdgfra	Pdgfra
A0A387LAL0	Pdgfra	Pdgfra
Q3UTU2	Pdgfra	Pdgfra
A0A0J9YV49	Pdgfra	Pdgfra
A0A0J9YV87	Pdgfra	Pdgfra
A0A0J9YVF3	Pdgfra	Pdgfra
P05622	Pdgfrb Pdgfr Pdgfr1	Pdgfrb
Q7TMR8	Pdgfrb	Pdgfrb
E9QN12	Pdgfrb	Pdgfrb
Q3UYC9	Pdgfrb	Pdgfrb
Q3TZ27	Pdgfrb	Pdgfrb
Q003I5	Pdgfrb	Pdgfrb
Q8QZR7	Pdik1l	Pdik1l
F6YU83	Pdik1l	Pdik1l
Q3TS08	Pdik1l	Pdik1l
F6VDY0	Pdik1l	Pdik1l
A2A9L3	Pdik1l	Pdik1l
Q8BFP9	Pdk1	Pdk1
Q9Z2A0	Pdpk1 Pdk1	Pdk1
Q8R2U8	Pdk1	Pdk1
Q8BFP4	Pdk1	Pdk1
Q9JK42	Pdk2	Pdk2
Q922H2	Pdk3	Pdk3
Q4FJR4	Pdk3	Pdk3
Q3V250	Pdk3	Pdk3
O70571	Pdk4	Pdk4
Q544J2	Pdk4	Pdk4
A0A0N4SW53	Pdk4	Pdk4
Q9Z2A0	Pdpk1 Pdk1	Pdpk1
Q3TRL2	Pdpk1	Pdpk1
Q3UGN6	Pdpk1	Pdpk1
F2Z3X6	Pdpk1	Pdpk1
Q8K3L3	Pdpk1 Pdk1beta	Pdpk1
Q3UHZ0	Pdpk1	Pdpk1
F2Z400	Pdpk1	Pdpk1
Q3UEW8	Pdpk1	Pdpk1
F2Z3Z9	Pdpk1	Pdpk1
F2Z4A5	Pdpk1	Pdpk1
F2Z3V6	Pdpk1	Pdpk1
F2Z3X9	Pdpk1	Pdpk1
Q8K183	Pdxk Pkh	Pdxk
Q69Z38	Peak1 Kiaa2002 Sgk269	Peak1
A0A087WQ01	Peak1	Peak1
A0A087WQ82	Peak1	Peak1
P12382	Pfkl Pfk-l Pfkb	Pfkl
Q8CD98	Pfkl	Pfkl
A0A1W2P7T1	Pfkl	Pfkl
A0A1W2P6Q4	Pfkl	Pfkl
P47857	Pfkm Pfk-m Pfka	Pfkm
Q99K08	Pfkm PFK-M Pfka	Pfkm
A0A2R8VHV2	Pfkm	Pfkm
Q1LZL7	Pfkm	Pfkm
A0A2R8VHA5	Pfkm	Pfkm
O35514	Pfkm PFK-M	Pfkm
Q9WUA3	Pfkp Pfkc	Pfkp
Q8C605	Pfkp	Pfkp
Q9D255	Pfkp	Pfkp
Q8C8E8	Pfkp	Pfkp
D3YUA3	Pfkp	Pfkp
A0A0G2JD99	Pfkp	Pfkp
F6YL81	Pfkp	Pfkp
F6VP95	Pfkp	Pfkp
P07934	Phkg1 Phkg	Phkg1
D3Z1B5	Phkg1	Phkg1
D3Z472	Phkg1	Phkg1
Q9DB30	Phkg2	Phkg2
A0A0U1RP54	Phkg2	Phkg2
D6RG71	Phkg2	Phkg2
D6RGU6	Phkg2	Phkg2
A0A0U1RPC7	Phkg2	Phkg2
Q8CBQ5	Pi4k2b	Pi4k2b
A0A0G2JEK1	Pi4k2b	Pi4k2b
E9Q3L2	Pi4ka Pik4 Pik4ca	Pi4ka
A0A1S6GWJ7	Pi4ka	Pi4ka
A0A140T8I9	Pi4ka	Pi4ka
A0A338P6S0	Pi4ka	Pi4ka
A0A338P6F9	Pi4ka	Pi4ka
A0A338P7D3	Pi4ka	Pi4ka
Q61194	Pik3c2a Cpk	Pik3c2a
F8VPL2	Pik3c2a	Pik3c2a
Q3UWW7	Pik3c2a	Pik3c2a
A0A0U1RNH9	Pik3c2a	Pik3c2a
A0A0U1RNT0	Pik3c2a	Pik3c2a
Q3UQN0	Pik3c2a	Pik3c2a
Q3US21	Pik3c2a	Pik3c2a
Q6PF93	Pik3c3 Vps34	Pik3c3
E9QLS6	Pik3c3	Pik3c3
D3YZ98	Pik3c3	Pik3c3
E9Q824	Pik3c3	Pik3c3
P42337	Pik3ca	Pik3ca
D3YY41	Pik3ca	Pik3ca
Q8BTI9	Pik3cb	Pik3cb
A0JNZ1	Pik3cb	Pik3cb
Q8CFF1	Pik3cb p110beta	Pik3cb
S4R1S1	Pik3cb	Pik3cb
Q3TNJ8	Pik3cb	Pik3cb
D3Z2Z7	Pik3cb	Pik3cb
Q9CTK7	Pik3cb	Pik3cb
O35904	Pik3cd	Pik3cd
Q3T9Y0	Pik3cd	Pik3cd
Q3UDT3	Pik3cd	Pik3cd
Q8CI98	Pik3cd	Pik3cd
Q3TBW3	Pik3cd	Pik3cd
B0QZL5	Pik3cd	Pik3cd
Q8BS14	Pik3cd	Pik3cd
Q3UC78	Pik3cd	Pik3cd
Q3U7H2	Pik3cd	Pik3cd
B1AS26	Pik3cd	Pik3cd
B1AS28	Pik3cd	Pik3cd
B1AS24	Pik3cd	Pik3cd
B1AS25	Pik3cd	Pik3cd
B1AS27	Pik3cd	Pik3cd
Q9JHG7	Pik3cg Pi3kg1	Pik3cg
Q3V1C0	Pik3cg	Pik3cg
Q3UVA4	Pik3cg	Pik3cg
Q9EQL1	Pik3cg	Pik3cg
A0A1W2P8F6	Pik3cg	Pik3cg
Q3UPS4	Pik3cg	Pik3cg
Q24LN5	Pik3cg	Pik3cg
Q8C5Q7	Pik3cg	Pik3cg
Q8VD65	Pik3r4 Vps15	Pik3r4
B2RY05	Pik3r4	Pik3r4
B2RXR2	Pik3r4	Pik3r4
A0A087WP62	Pik3r4	Pik3r4
A0A0R4J2C7	Pik3r4	Pik3r4
A0A087WQR4	Pik3r4	Pik3r4
Q9Z1T6	Pikfyve Fab1 Kiaa0981 Pip5k3	Pikfyve
D3Z5N5	Pikfyve	Pikfyve
A0A087WQI1	Pikfyve	Pikfyve
A0A087WS78	Pikfyve	Pikfyve
Q3TR41	Pikfyve Pip5k3	Pikfyve
P06803	Pim1 Pim-1	Pim1
Q3U4N9	Pim1	Pim1
A0A3Q4EGX3	Pim1	Pim1
A0A3Q4EGB5	Pim1	Pim1
Q3TYQ0	Pim1	Pim1
Q62070	Pim2 Pim-2	Pim2
F6WGR1	Pim2	Pim2
Q8R1Z0	Pim2	Pim2
P58750	Pim3	Pim3
Q3TI45	Pim3	Pim3
Q3TX64	Pim3	Pim3
Q811X8	Pim3 Kid1	Pim3
Q99MQ3	Pink1	Pink1
Q6IS31	Pink1	Pink1
Q3U258	Pink1	Pink1
Q5DU52	Pink1 mFLJ00387	Pink1
A2AM78	Pink1	Pink1
A2AM76	Pink1	Pink1
O70172	Pip4k2a Pi5p4ka Pip5k2a	Pip4k2a
Q544E3	Pip4k2a Pip5k2a	Pip4k2a
F6RJE8	Pip4k2a	Pip4k2a
Q9CZS7	Pip4k2a Pip5k2a	Pip4k2a
A2ASS3	Pip4k2a	Pip4k2a
Q80XI4	Pip4k2b Pip5k2b	Pip4k2b
Q3UJ95	Pip4k2b Pip5k2b	Pip4k2b
Q91XU2	Pip4k2b Pip5k2b pipk type II beta	Pip4k2b
Q91XU3	Pip4k2c Pip5k2c	Pip4k2c
P70182	Pip5k1a	Pip5k1a
D3YUY3	Pip5k1a	Pip5k1a
F8WI18	Pip5k1a	Pip5k1a
O70161	Pip5k1c Kiaa0589	Pip5k1c
F8WHW6	Pip5k1c	Pip5k1c
F7C0X9	Pip5k1c	Pip5k1c
E0CZ71	Pip5k1c	Pip5k1c
E0CYP4	Pip5k1c	Pip5k1c
F6SMP3	Pip5k1c	Pip5k1c
F6TL71	Pip5k1c	Pip5k1c
Q5RJI4	Pkdcc Sgk493 Vlk	Pkdcc
F6YRX3	Pkdcc	Pkdcc
P52480	Pkm Pk3 Pkm2 Pykm	Pkm
A0A1L1SSN6	Pkm	Pkm
A0A1L1STV8	Pkm	Pkm
A0A1L1SU37	Pkm	Pkm
A0A1L1SQV8	Pkm	Pkm
A0A1L1SUV0	Pkm	Pkm
A0A1L1ST52	Pkm	Pkm
A0A1L1SVH2	Pkm	Pkm
Q9ESG9	Pkmyt1 Myt1	Pkmyt1
P70268	Pkn1 Pkn Prk1 Prkcl1	Pkn1
D6RH37	Pkn1	Pkn1
Q8BWW9	Pkn2 Prk2 Prkcl2	Pkn2
G3UXH4	Pkn2	Pkn2
G3UZM9	Pkn2	Pkn2
Q8BW55	Pkn2	Pkn2
G3UYD6	Pkn2	Pkn2
Q8BVK4	Pkn2	Pkn2
G3UWT9	Pkn2	Pkn2
G3UYE1	Pkn2	Pkn2
Q8BJM4	Pkn2	Pkn2
Q8K045	Pkn3 Pknbeta	Pkn3
Q3UQS3	Pkn3	Pkn3
A2BE97	Pkn3	Pkn3
A2BE96	Pkn3	Pkn3
Q07832	Plk1 Plk	Plk1
Q3TPZ2	Plk1	Plk1
Q3UG81	Plk1	Plk1
A0A0U1RNM9	Plk1	Plk1
A0A0U1RQ54	Plk1	Plk1
P53351	Plk2 Snk	Plk2
Q548A9	Plk2 Snk	Plk2
Q8K226	Plk2	Plk2
Q3TV29	Plk2	Plk2
Q60806	Plk3 Cnk Fnk	Plk3
Q6P571	Plk3	Plk3
F6V5S5	Plk3	Plk3
Q3U0L5	Plk3	Plk3
I6L9A2	Plk3	Plk3
Q64702	Plk4 Sak Stk18	Plk4
